playerId,shortName,firstName,lastName,teamId,teamName,position_code,position_name_ro,role_general,foot,birthDate,nationality,height_cm,weight_kg,matchesPlayed,totalMinutes,total_goals,total_assists,total_shots,total_shotsOnTarget,total_yellowCards,total_redCards,total_passes,total_successfulPasses,total_dribbles,total_successfulDribbles,total_duels,total_duelsWon,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_interceptions,total_recoveries,avg_goals,avg_assists,avg_shots,avg_passes,avg_successfulPasses,avg_losses,avg_ownHalfLosses,avg_dangerousOwnHalfLosses,avg_duels,avg_duelsWon,pct_successfulPasses,pct_duelsWon,pct_successfulDribbles,pct_shotsOnTarget,position_name_en,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_headShots,total_directRedCards,total_penalties,total_linkupPlays,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,avg_passLength,avg_longPassLength,avg_dribbleDistanceFromOpponentGoal,avg_ballRecoveries,avg_defensiveDuels,avg_offensiveDuels,avg_aerialDuels,avg_fouls,avg_smartPasses,avg_passesToFinalThird,avg_crosses,avg_dribbles,avg_headShots,avg_interceptions,avg_successfulDefensiveAction,avg_yellowCards,avg_redCards,avg_directRedCards,avg_successfulAttackingActions,avg_freeKicks,avg_directFreeKicks,avg_corners,avg_penalties,avg_accelerations,avg_looseBallDuels,avg_missedBalls,avg_forwardPasses,avg_backPasses,avg_throughPasses,avg_keyPasses,avg_verticalPasses,avg_longPasses,avg_shotAssists,avg_shotOnTargetAssists,avg_linkupPlays,avg_opponentHalfRecoveries,avg_dangerousOpponentHalfRecoveries,avg_ballLosses,avg_defensiveDuelsWon,avg_offensiveDuelsWon,avg_successfulSmartPasses,avg_successfulCrosses,avg_successfulForwardPasses,avg_successfulBackPasses,avg_successfulThroughPasses,avg_successfulKeyPasses,avg_successfulVerticalPasses,avg_successfulLongPasses,avg_successfulDribbles,avg_defensiveActions,avg_attackingActions,avg_freeKicksOnTarget,avg_directFreeKicksOnTarget,avg_successfulPenalties,avg_successfulLinkupPlays,avg_looseBallDuelsWon,avg_successfulPassesToFinalThird,avg_xgShot,avg_xgAssist,avg_xgSave,avg_receivedPass,avg_touchInBox,avg_progressiveRun,avg_offsides,avg_clearances,avg_secondAssists,avg_thirdAssists,avg_foulsSuffered,avg_progressivePasses,avg_counterpressingRecoveries,avg_slidingTackles,avg_goalKicks,avg_shotsBlocked,avg_shotsOnTarget,avg_successfulProgressivePasses,avg_successfulSlidingTackles,avg_successfulGoalKicks,avg_dribblesAgainst,avg_dribblesAgainstWon,avg_goalKicksShort,avg_goalKicksLong,avg_fieldAerialDuels,avg_fieldAerialDuelsWon,avg_gkConcededGoals,avg_gkShotsAgainst,avg_gkExits,avg_gkAerialDuels,avg_gkSaves,avg_gkSuccessfulExits,avg_gkAerialDuelsWon,avg_newDuelsWon,avg_newDefensiveDuelsWon,avg_newOffensiveDuelsWon,avg_newSuccessfulDribbles,avg_lateralPasses,avg_successfulLateralPasses,pct_defensiveDuelsWon,pct_offensiveDuelsWon,pct_aerialDuelsWon,pct_successfulSmartPasses,pct_successfulPassesToFinalThird,pct_successfulCrosses,pct_headShotsOnTarget,pct_goalConversion,pct_directFreeKicksOnTarget,pct_penaltiesConversion,pct_win,pct_successfulForwardPasses,pct_successfulBackPasses,pct_successfulThroughPasses,pct_successfulKeyPasses,pct_successfulVerticalPasses,pct_successfulLongPasses,pct_successfulShotAssists,pct_successfulLinkupPlays,pct_yellowCardsPerFoul,pct_successfulProgressivePasses,pct_successfulSlidingTackles,pct_successfulGoalKicks,pct_dribblesAgainstWon,pct_fieldAerialDuelsWon,pct_gkSaves,pct_gkSuccessfulExits,pct_gkAerialDuelsWon,pct_newDuelsWon,pct_newDefensiveDuelsWon,pct_newOffensiveDuelsWon,pct_newSuccessfulDribbles,pct_successfulLateralPasses
681583,A. Pantea,Alexandru,Pantea,11565,FCSB,lb,Fundaș Lateral Stânga,Defender,right,9/11/2003,Romania,178,71,22,1595,0,1,16,2,5,0,681,535,15,10,198,62,181,75,14,69,146,0,0.043,0.83,34.276,26.738,9.07,3.905,0.707,10.037,3.289,69.78,36.622,30.682,5.682,Left Back,22,19,9,3,1595,1595,1,0,0,0,111,22,41,23,21,9,20,2,1,77,42,31,11,265,181,118,112,7,1,4,4,220,187,104,53,186,141,64,21,0,0,0,0,0,0,0,3,3,0,25,8,2,9,4,36,7,0.59,1.1,0,475,9,16,1,27,0,0,4,8,135,64,6,0,51,27,0,0,90,2,0,21,9,0,0,0,0,0,0,0,0,100,66,17,7,220,187,20.212,35.19,11.259,7.857,5.382,2.078,1.214,0.946,0.085,3.789,1.596,0.784,0.042,3.527,7.032,0.245,0,0,1.058,0,0,0,0,0.142,1.364,0.124,13.867,5.812,0.293,0.225,10.749,5.264,0.476,0.225,0,1.859,0.339,0.082,1.177,1.167,0.043,0.615,9.476,5.512,0.043,0.225,9.182,2.69,0.52,9.158,3.295,0,0,0,0,0.417,1.985,0.026,0.065,0,23.302,0.435,0.803,0.046,1.335,0,0,0.435,6.993,3.355,0.249,0,0.167,0.092,4.581,0.081,0,2.492,1.399,0,0,1.214,0.529,0,0,0,0,0,0,0,5.032,3.258,0.828,0.308,10.749,9.182,26.894,41.234,26.06,2.273,45.693,19.48,4.545,0,0,0,45.455,63.008,79.655,2.273,13.636,77.039,41.993,9.091,0,12.877,59.587,6.818,0,41.931,26.06,0,0,0,51.415,59.14,31.494,22.727,77.039
682774,A. Boțogan,Alin,Boțogan,60390,Petrolul 52,lcmf,Mijlocaș Central Stg.,Midfielder,,2/21/2004,Romania,0,0,22,927,0,1,12,2,3,0,308,259,17,11,192,63,87,38,3,38,75,0,0.052,0.583,12.944,10.783,4.065,2.034,0.2,7.602,2.516,36.789,35.716,28.788,3.409,Left Centre Midfielder,22,8,8,14,927,927,0,0,0,7,91,19,48,25,29,9,26,1,1,33,26,13,3,74,55,56,54,1,1,1,1,107,89,15,11,143,103,43,18,0,0,0,0,0,0,7,1,9,0,24,10,7,4,1,29,6,1.12,0.23,0,223,11,14,1,7,0,0,4,13,33,40,14,0,28,14,0,0,22,7,0,29,9,0,0,0,0,0,0,0,0,96,51,26,12,107,89,17.289,15.816,18.164,3.469,3.526,1.904,1.24,1.174,0,1.216,0.391,0.656,0,1.723,4.15,0.106,0,0,0.61,0,0,0,0,0,0.932,0.38,3.145,2.803,0,0,3.555,0.62,0.172,0,0.348,1.37,0.266,0.052,0.659,1.015,0,0.057,2.302,2.632,0,0,2.972,0.421,0.433,5.961,1.63,0,0,0,0.348,0.488,0.842,0.053,0.005,0,9.716,0.511,0.627,0,0.277,0,0,0.66,1.375,2.009,0.712,0,0.053,0.119,0.847,0.36,0,1.227,0.543,0,0,1.24,0.355,0,0,0,0,0,0,0,3.612,1.716,1.055,0.435,3.555,2.972,21.639,39.369,13.42,0,23.485,4.545,0,0,0,0,9.091,27.514,42.803,0,0,37.197,18.182,9.091,13.636,9.091,28.03,14.773,0,13.312,13.42,0,0,0,21.193,19.951,23.207,16.667,37.197
682829,O. Popescu,Octavian,Popescu,11565,FCSB,lamf,Mijlocaș Ofensiv Stg.,Midfielder,right,12/27/2002,Romania,180,66,21,717,0,2,18,6,1,0,342,281,27,22,141,53,90,21,3,16,31,0,0.111,0.865,14.938,12.147,4.406,1.293,0.147,7.755,2.881,30.825,32.111,50,2.857,Left Attacking Midfielder,21,6,6,15,717,717,1,0,0,19,34,9,81,39,11,1,6,3,0,42,29,12,6,99,67,82,79,5,0,6,6,87,75,21,11,50,39,60,26,7,5,0,0,25,0,16,0,4,0,15,4,6,10,6,18,3,0.87,1.72,0,276,18,21,1,4,1,0,0,15,59,19,0,0,5,3,0,0,47,0,0,11,1,0,0,0,0,0,0,0,0,58,23,30,14,87,75,16.346,20.22,22.119,1.531,1.703,4.486,0.688,0.356,0.13,1.855,0.47,1.222,0.074,0.868,2.002,0,0,0,1.141,0.345,0,0.779,0,0,0.878,0.385,4.716,3.32,0.185,0.207,3.351,0.732,0.467,0.207,1.466,0.912,0.148,0,0.454,1.999,0,0.225,3.08,3.174,0,0.207,2.828,0.368,0.958,2.571,2.686,0.345,0,0,1.184,0.337,1.435,0.028,0.063,0,12.2,0.601,0.981,0.06,0.329,0.091,0,0.857,2.45,0.869,0,0,0,0.222,1.877,0,0,0.293,0.238,0,0,0.688,0.091,0,0,0,0,0,0,0,3.299,1.134,1.736,0.694,3.351,2.828,17.063,43.582,2.381,0,27.381,9.524,4.762,0,0,0,4.762,23.915,36.19,0,14.286,33.189,13.095,20.238,29.762,0,25.2,0,0,11.905,2.381,0,0,0,16.529,23.413,15.283,20.635,33.189
683516,A. Camara,Aboubacar,Camara,11943,Metaloglobus,rcb,Fundaș Central Dreapta,Defender,right,1/5/2001,France,190,80,22,1959,0,0,5,1,6,1,720,597,6,6,275,113,180,120,32,129,232,0,0,0.253,32.035,26.497,7.992,5.29,1.445,12.206,4.891,78.481,44.222,27.273,4.545,Right Centre Back,22,19,1,3,1959,1959,1,0,0,0,116,34,48,23,69,37,21,0,0,53,30,1,0,307,219,58,57,1,0,0,0,269,251,76,38,251,215,12,4,0,0,0,0,0,0,0,1,0,0,42,19,8,0,0,17,2,0.6,0,0,378,8,13,0,86,0,0,14,8,133,96,6,0,27,15,0,0,61,1,0,69,37,0,0,0,0,0,0,0,0,156,80,20,3,269,251,19.586,35.169,15.8,10.049,5.267,2.085,3.015,0.956,0,2.564,0.041,0.253,0.043,5.691,9.483,0.307,0.04,0,0.173,0,0,0,0,0.04,1.84,0.494,13.825,2.556,0.044,0,11.864,3.355,0,0,0,0.678,0.088,0.083,1.425,0.995,0,0,9.872,2.515,0,0,11.075,1.658,0.253,11.285,0.546,0,0,0,0,0.885,1.434,0.035,0,0,17.039,0.391,0.62,0,3.893,0,0,0.376,5.85,4.062,0.327,0,0.586,0.045,2.694,0.042,0,1.308,0.666,0,0,3.015,1.585,0,0,0,0,0,0,0,6.801,3.463,0.867,0.128,11.864,11.075,33.622,35.747,47.933,0,36.623,0,0,0,0,0,13.636,67.89,81.169,0,0,88.005,46.983,0,0,17.423,45.027,4.545,0,41.667,47.933,0,0,0,54.303,63.836,29.643,13.636,88.005
684792,R. Sălceanu,Robert,Sălceanu,11566,Rapid București,lb,Fundaș Lateral Stânga,Defender,left,1/13/2004,Romania,0,0,15,1226,1,1,8,3,3,0,422,278,18,16,227,69,187,56,6,50,101,0.079,0.083,0.569,30.069,19.753,13.453,3.848,0.427,15.783,4.971,61.227,30.814,55.555,12.222,Left Back,15,15,8,0,1226,1226,0,0,0,0,107,25,75,32,19,4,16,0,0,57,31,44,12,181,101,63,56,5,2,2,2,102,69,77,35,165,131,70,30,1,0,0,0,1,0,0,4,5,0,26,8,1,5,2,23,3,0.39,0.43,0,306,5,18,2,17,0,0,3,9,114,38,8,0,28,12,0,0,73,5,0,19,4,0,0,0,0,0,0,0,0,112,73,27,15,102,69,19.445,32.089,17.287,7.071,7.183,5.316,1.265,1.133,0,3.877,3.193,1.327,0,3.455,9.016,0.252,0,0,2.199,0.063,0,0.06,0,0.276,2.021,0.065,12.947,4.635,0.349,0.148,7.308,5.399,0.326,0.148,0,1.646,0.185,0,1.699,2.319,0,0.861,7.398,4.055,0.141,0.148,4.82,2.553,1.198,11.238,5.088,0,0,0,0,0.739,2.127,0.029,0.031,0,21.847,0.373,1.326,0.123,1.057,0,0,0.789,8.059,2.64,0.601,0,0.231,0.215,5.212,0.397,0,1.891,0.807,0,0,1.265,0.215,0,0,0,0,0,0,0,7.851,4.96,1.937,1.124,7.308,4.82,22.986,36.349,13.333,0,50.847,22.373,0,6.667,0,0,20,51.823,81.825,13.333,13.333,64.659,46.619,6.667,0,13.333,60.319,26.667,0,34.999,13.333,0,0,0,45.851,64.069,29.674,48.889,64.659
684806,A. Chica-Rosa,Adi,Chica-Rosa,60390,Petrolul 52,cf,Atacant Central,Forward,right,9/8/1998,Romania,185,79,34,2254,3,0,62,25,5,0,361,268,37,24,678,219,326,81,8,48,74,0.063,0,1.794,10.448,7.706,9.359,2.556,0.301,19.678,6.544,54.242,32.173,37.745,24.706,Striker,34,24,14,10,2254,2254,16,0,1,22,120,19,228,87,213,79,58,2,1,23,10,13,3,60,31,110,99,3,1,11,10,92,67,9,5,182,116,114,45,4,1,4,1,0,1,17,5,42,0,117,34,23,28,11,52,6,7.96,1.7,0,235,83,19,12,23,0,0,5,56,24,48,14,0,12,1,0,0,15,3,0,213,79,0,0,0,0,0,0,0,0,242,54,75,16,92,67,13.572,8.9,21.026,2.276,3.589,6.82,5.909,1.639,0.071,0.727,0.28,1.15,0.476,1.601,3.673,0.166,0,0,1.325,0.14,0.14,0,0,0.188,3.358,0.767,1.798,3.163,0.097,0.321,2.412,0.289,0.889,0.321,0.615,1.541,0.241,0,0.646,2.629,0.026,0.083,0.96,2.856,0.026,0.269,1.779,0.182,0.774,5.586,3.295,0.027,0.027,0,0.456,1.001,0.363,0.188,0.053,0,6.937,2.394,0.509,0.396,0.781,0,0,1.736,0.854,1.54,0.396,0,0.236,0.676,0.493,0.083,0,0.378,0.032,0,0,5.909,2.268,0,0,0,0,0,0,0,7.145,1.676,2.2,0.538,2.412,1.779,12.397,36.57,32.229,2.941,16.912,3.431,6.863,2.206,2.941,2.941,26.471,35.981,63.592,1.471,17.647,43.184,14.706,22.059,39.706,8.509,28.431,7.353,0,0.98,32.229,0,0,0,26.627,31.778,23.467,22.059,43.184
690392,Gustavo Marins,Gustavo Henrique,Marins Silva,61242,Farul Constanța,lcb,Fundaș Central Stânga,Defender,left,2/11/2002,Brazil,184,77,11,1042,0,0,5,1,2,0,483,423,2,2,121,55,95,47,7,73,121,0,0,0.418,41.913,36.812,8.078,3.986,0.582,10.41,4.709,83.757,45.343,9.091,9.091,Left Centre Back,11,11,2,0,1042,1042,4,0,0,0,47,13,5,3,45,25,9,0,0,42,26,0,0,159,111,25,23,0,0,0,0,261,258,52,31,120,106,7,2,0,0,0,0,0,0,0,0,0,0,24,14,4,0,0,11,2,0.93,0,0,318,6,7,1,50,0,0,15,4,73,52,0,3,20,14,3,0,49,0,3,45,25,0,0,0,0,0,0,0,0,74,33,2,1,261,258,21.84,39.794,2.864,10.386,4.065,0.415,3.874,0.755,0,3.635,0,0.165,0.336,6.221,9.075,0.168,0,0,0.169,0,0,0,0,0,2.055,0.342,13.646,2.188,0,0,22.855,4.464,0,0,0,0.975,0.169,0,1.112,0.249,0,0,9.567,2.012,0,0,22.593,2.675,0.165,10.286,0.584,0,0,0,0,1.214,2.275,0.076,0,0,27.673,0.504,0.591,0.093,4.28,0,0,0.335,6.296,4.483,0,0.272,1.277,0.086,4.274,0,0.272,1.7,1.187,0.272,0,3.874,2.139,0,0,0,0,0,0,0,6.373,2.854,0.166,0.083,22.855,22.593,26.894,13.636,57.403,0,59.848,0,9.091,0,0,0,27.273,66.872,72.727,0,0,98.177,62.1,0,0,13.636,63.849,0,18.182,60.606,57.403,0,0,0,61.946,67.695,9.091,4.545,98.177
694082,Rafinha,Rafael,Baldres Hermann,60390,Petrolul 52,lwf,Atacant Lateral Stg.,Forward,right,12/29/1997,Spain,175,0,11,503,1,0,18,7,0,0,163,127,20,15,82,35,50,7,0,4,16,0.114,0,1.735,17.219,13.428,4.763,0.647,0,7.394,3.171,41.926,40.364,49.243,28.788,Left Wing Forward,11,5,5,6,503,503,0,0,0,9,13,2,49,26,5,2,2,1,1,12,6,17,10,49,33,41,40,2,1,2,2,40,32,3,1,17,13,56,30,0,0,0,0,0,0,7,1,4,0,15,5,3,3,2,8,2,2.11,0.38,0,120,24,5,5,0,0,0,0,4,26,12,0,0,1,0,0,0,19,0,0,5,2,0,0,0,0,0,0,0,0,39,9,23,12,40,32,16.385,6.255,19.109,1.605,1.073,4.473,0.415,0.136,0,1.322,1.494,1.448,0,0.508,1.192,0,0,0,2.397,0,0,0,0,0.13,1.435,0.378,5.504,4.079,0.114,0.149,4.143,0.357,0.436,0.149,0.895,0.809,0.284,0,0.13,2.39,0,0.826,3.7,4.079,0,0.149,3.232,0.13,1.092,1.581,4.677,0,0,0,0.766,0.515,0.689,0.225,0.056,0,13.249,2.13,0.487,0.49,0,0,0,0.516,2.398,1.353,0,0,0,0.784,1.639,0,0,0.114,0,0,0,0.415,0.136,0,0,0,0,0,0,0,3.149,0.684,1.815,0.789,4.143,3.232,13.636,43.525,9.091,0,16.364,25,0,4.545,0,0,36.364,36.998,54.545,0,9.091,42.425,9.091,4.545,25,0,29.394,0,0,0,9.091,0,0,0,23.439,31.818,24.435,25,42.425
696173,A. Borza,Andrei,Borza,11566,Rapid București,lb,Fundaș Lateral Stânga,Defender,left,11/12/2005,Romania,180,72,24,2106,2,3,24,7,1,0,870,662,38,25,362,106,264,78,10,100,192,0.075,0.118,1.003,36.468,27.818,10.802,3.107,0.402,14.894,4.312,72.313,29.527,53.472,16.25,Left Back,24,21,4,3,2106,2106,1,0,0,0,191,33,86,38,38,20,15,1,0,100,56,77,22,327,226,158,152,8,1,9,9,263,196,102,39,299,241,140,50,0,0,0,0,0,0,0,9,2,0,47,15,5,17,9,64,7,1.85,2.04,0,640,38,43,2,38,1,1,5,13,166,79,8,0,76,42,0,0,114,5,0,38,20,0,0,0,0,0,0,0,0,204,133,36,21,263,196,20.462,37.511,27.096,7.838,7.826,3.602,1.521,0.68,0.038,4.135,3.302,1.543,0.04,4.065,9.76,0.038,0,0,2.012,0,0,0,0,0.36,1.946,0.209,13.611,6.614,0.287,0.345,10.74,4.1,0.61,0.345,0,2.768,0.319,0,1.3,1.535,0,0.881,9.546,6.349,0,0.345,7.983,1.521,1.005,12.225,5.886,0,0,0,0,0.66,2.266,0.078,0.077,0,26.74,1.547,1.753,0.079,1.514,0.038,0.038,0.567,6.742,3.256,0.333,0,0.202,0.269,4.67,0.201,0,3.276,1.787,0,0,1.521,0.82,0,0,0,0,0,0,0,8.31,5.363,1.47,0.863,10.74,7.983,17.048,48.621,43.889,0,55.843,19.508,4.167,4.167,0,0,45.833,66.919,91.269,0,33.333,69.416,33.459,25,0,4.167,62.955,20.833,0,49.256,43.889,0,0,0,53.598,66.515,43.968,44.792,69.416
696185,A. Caragea,Adrian,Caragea,11564,Dinamo București,lwf,Atacant Lateral Stg.,Forward,right,9/7/2005,Spain,0,0,12,373,0,0,8,3,4,0,117,102,9,9,55,19,29,8,0,4,12,0,0,0.225,6.978,5.913,2.122,0.613,0,3.071,0.947,21.086,29.444,50,0,Left Wing Forward,12,3,3,9,373,373,1,0,0,10,15,2,30,16,3,0,6,0,0,5,4,7,3,22,17,36,32,0,0,1,1,29,26,4,3,20,12,24,13,0,0,0,0,0,0,9,0,0,0,7,1,1,2,1,4,1,1,0.04,0,93,12,5,5,1,0,0,0,5,11,4,1,0,2,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,21,7,13,7,29,26,14.347,4.974,7.817,0.905,0.949,1.694,0.224,0.317,0,0.224,0.295,0.316,0,0.408,1.021,0.113,0,0,0.316,0,0,0,0,0,0.203,0,0.795,2.673,0,0.092,1.428,0.092,0,0.092,0.339,0.224,0,0,0.112,0.835,0,0.092,0.366,2.355,0,0.092,1.224,0,0.316,1.449,0.836,0,0,0,0.225,0,0.112,0.023,0,0,5.682,0.612,0.203,0.408,0.113,0,0,0.408,0.411,0.224,0.092,0,0,0,0,0,0,0.112,0,0,0,0.224,0,0,0,0,0,0,0,0,1.153,0.521,0.633,0.224,1.428,1.224,10.417,40.417,0,0,4.167,4.167,0,0,0,0,16.667,6.667,22.294,0,8.333,21.032,0,8.333,12.5,25,0,0,0,0,0,0,0,0,9.814,13.889,9.236,8.333,21.032
696194,A. Mazilu,Adrian,Mazilu,11564,Dinamo București,rwf,Atacant Lateral Dr.,Forward,left,9/13/2005,Romania,186,72,13,415,0,0,7,1,1,0,155,122,33,22,121,44,74,19,1,6,15,0,0,0.469,7.378,5.828,3.438,0.826,0,5.185,1.885,18.232,40.805,68.975,0,Right Wing Forward,13,4,4,9,415,415,0,0,0,21,31,6,74,31,4,1,12,0,0,11,8,5,2,35,24,40,38,2,1,1,1,48,36,12,6,41,25,45,11,4,2,0,0,5,0,14,2,1,0,12,6,1,1,1,6,3,0.51,0,0,123,8,10,1,2,0,0,0,3,22,7,4,0,9,4,0,0,16,0,0,4,1,0,0,0,0,0,0,0,0,36,15,14,8,48,36,13.622,13.456,35.823,0.585,1.295,3.54,0.115,0.354,0,0.35,0.243,1.545,0,0.354,1.063,0,0,0,0.589,0.122,0,0.122,0,0.115,0.235,0,1.781,2.39,0.238,0,1.791,0.949,0.119,0,1.561,0.235,0.235,0,0.243,1.411,0,0,1.421,2.271,0.119,0,1.188,0.354,0.945,1.649,2.257,0,0,0,0.959,0.115,0.231,0.022,0,0,6.448,0.599,0.362,0,0.235,0,0,0.35,1.178,0.115,0,0,0,0,0.824,0,0,0.115,0.115,0,0,0.115,0.115,0,0,0,0,0,0,0,1.763,0.708,0.824,0.589,1.791,1.188,14.744,46.747,7.692,0,7.692,0,0,0,0,0,15.385,18.59,22.308,3.846,0,16.667,6.923,7.692,8.975,3.846,10.898,0,0,7.692,7.692,0,0,0,7.541,12.821,5.067,8.462,16.667
696195,M. Tudose,Mario,Tudose,23334,FC Argeș,rcb,Fundaș Central Dreapta,Defender,right,1/21/2005,Romania,188,77,34,3189,0,2,12,3,3,0,1217,989,10,7,494,211,292,129,23,156,387,0,0.053,0.333,33.546,27.168,8.142,3.665,0.758,13.379,5.683,75.766,41.846,16.667,7.353,Right Centre Back,34,34,3,0,3189,3189,3,0,0,0,225,54,48,26,153,94,30,2,1,175,102,5,3,525,347,108,105,12,1,3,3,486,458,233,119,388,339,29,10,0,0,0,0,0,0,0,4,9,0,68,37,7,4,3,57,3,0.78,1.07,0,713,18,43,1,104,1,0,23,24,254,155,7,0,51,32,0,0,166,6,0,153,94,0,0,0,0,0,0,0,0,323,176,16,3,486,458,22.265,35.602,11.347,10.533,6.053,1.339,4.168,0.819,0.089,4.82,0.137,0.274,0.081,4.322,9.236,0.081,0,0,0.304,0,0,0,0,0.109,1.821,0.193,14.571,2.947,0.33,0.081,13.25,6.334,0.107,0.081,0,1.529,0.082,0,1.456,0.706,0.058,0.082,9.624,2.866,0.026,0.081,12.455,3.231,0.191,10.565,0.834,0,0,0,0,0.975,2.836,0.022,0.029,0,19.46,0.494,1.201,0.028,2.855,0.025,0,0.629,7.185,4.15,0.19,0,0.603,0.082,4.631,0.163,0,1.395,0.874,0,0,4.168,2.548,0,0,0,0,0,0,0,8.681,4.724,0.436,0.083,13.25,12.455,22.546,37.255,55.32,2.941,53.538,8.824,2.941,0,0,0,44.118,62.516,88.399,1.471,8.824,87.352,49.515,5.882,0,6.862,63.143,14.706,0,43.578,55.32,0,0,0,61.133,72.46,28.431,8.824,87.352
731172,C. Afalna,Christ Nkama,Afalna,55427,FC Hermannstadt,cf,Atacant Central,Forward,both,6/15/1998,Cameroon,187,0,33,2146,6,1,30,14,5,0,391,250,40,26,553,166,268,63,9,51,69,0.204,0.026,0.909,12.379,8.114,8.583,1.92,0.294,17.981,5.723,48.87,28.863,34.055,24.04,Striker,33,23,15,10,2146,2146,7,0,0,23,105,14,197,83,107,31,44,3,0,36,15,33,9,91,38,89,79,5,1,4,4,118,82,34,12,157,108,106,45,0,0,0,0,0,0,13,2,36,0,144,38,8,19,4,36,7,5.73,1.4,0,226,67,25,16,17,2,0,1,28,44,42,1,0,14,7,0,0,22,1,0,107,31,0,0,0,0,0,0,0,0,200,56,75,22,118,82,15.554,18.343,15.87,2.084,3.293,6.626,3.525,1.313,0.117,1.032,0.871,1.35,0.162,1.609,3.354,0.147,0,0,1.463,0,0,0,0,0.075,4.538,0.31,2.55,3.028,0.149,0.135,3.899,1.04,0.626,0.135,0.758,1.138,0.269,0,0.412,3.037,0,0.231,1.022,2.681,0.046,0.135,2.818,0.371,0.849,4.948,3.247,0,0,0,0.429,1.157,0.496,0.176,0.045,0,7.008,2.066,0.768,0.525,0.515,0.078,0,0.951,1.261,1.305,0.046,0,0.028,0.485,0.576,0.046,0,0.484,0.242,0,0,3.525,1.118,0,0,0,0,0,0,0,6.699,1.7,2.727,0.746,3.899,2.818,12.318,37.161,18.519,0,24.242,15.657,6.061,11.212,0,0,24.242,30.786,63.03,3.03,12.121,56.096,8.99,20.707,17.929,4.645,21.086,3.03,0,17.424,18.519,0,0,0,28.106,32.264,28.438,25.974,56.096
732107,A. Borduşanu,Antonio,Borduşanu,11564,Dinamo București,lb,Atacant Lateral Dr.,Defender,left,8/10/2004,Romania,175,66,3,51,0,0,0,0,0,0,32,24,1,1,9,3,9,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,40,33.333,0,Left Back,3,0,0,3,51,51,0,0,0,0,5,2,2,1,1,0,1,0,0,3,2,3,0,10,6,7,7,0,0,0,0,9,5,1,1,6,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.02,0,26,0,1,0,0,0,0,0,0,7,1,0,0,2,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,1,9,5,15.92,17.137,2.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
